Fiscal Year,Fiscal Quarter,Fiscal Period,FSLine Statement L1,FSLine Statement L2,Product,Country,Currency,Amount in Local Currency,Amount in USD,Version
2020,Q1,2020-01,OPEX,R&D Expenses,Product A,United Kingdom,GBP,47914.39,59892.99,Actuals
2020,Q1,2020-01,OPEX,Sales Expenses,Product A,United Kingdom,GBP,26584.16,33230.2,Actuals
2020,Q1,2020-01,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,United Kingdom,GBP,-3609.2,-4511.49,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Expense,Product A,United Kingdom,GBP,7110.31,8887.89,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Income,Product A,United Kingdom,GBP,2698.63,3373.29,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Direct Labor,Product B,United Kingdom,GBP,27239.07,34048.84,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Direct Materials,Product B,United Kingdom,GBP,77687.3,97109.13,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Manufacturing Overhead,Product B,United Kingdom,GBP,14841.55,18551.94,Actuals
2020,Q1,2020-01,Net Revenue,Gross Revenue,Product B,United Kingdom,GBP,400617.15,500771.44,Actuals
2020,Q1,2020-01,Net Revenue,Returns and Refunds,Product B,United Kingdom,GBP,-9456.64,-11820.8,Actuals
2020,Q1,2020-01,Net Revenue,Revenue Adjustment,Product B,United Kingdom,GBP,-1706.36,-2132.94,Actuals
2020,Q1,2020-01,OPEX,General & Administrative,Product B,United Kingdom,GBP,25574.66,31968.33,Actuals
2020,Q1,2020-01,OPEX,Headcount Expenses,Product B,United Kingdom,GBP,69374.04,86717.55,Actuals
2020,Q1,2020-01,OPEX,IT Expenses,Product B,United Kingdom,GBP,9658.95,12073.69,Actuals
2020,Q1,2020-01,OPEX,Marketing Expenses,Product B,United Kingdom,GBP,21802.67,27253.34,Actuals
2020,Q1,2020-01,OPEX,R&D Expenses,Product B,United Kingdom,GBP,52713.75,65892.19,Actuals
2020,Q1,2020-01,OPEX,Sales Expenses,Product B,United Kingdom,GBP,26575.76,33219.71,Actuals
2020,Q1,2020-01,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,United Kingdom,GBP,-807.1,-1008.87,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Expense,Product B,United Kingdom,GBP,3117.78,3897.22,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Income,Product B,United Kingdom,GBP,3162.83,3953.54,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Direct Labor,Product C,United Kingdom,GBP,23002.08,28752.6,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Direct Materials,Product C,United Kingdom,GBP,66308.1,82885.12,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Manufacturing Overhead,Product C,United Kingdom,GBP,14159.11,17698.89,Actuals
2020,Q1,2020-01,Net Revenue,Gross Revenue,Product C,United Kingdom,GBP,293991.77,367489.71,Actuals
2020,Q1,2020-01,Net Revenue,Returns and Refunds,Product C,United Kingdom,GBP,-11127.2,-13908.99,Actuals
2020,Q1,2020-01,Net Revenue,Revenue Adjustment,Product C,United Kingdom,GBP,13.31,16.63,Actuals
2020,Q1,2020-01,OPEX,General & Administrative,Product C,United Kingdom,GBP,21294.45,26618.06,Actuals
2020,Q1,2020-01,OPEX,Headcount Expenses,Product C,United Kingdom,GBP,57229.01,71536.27,Actuals
2020,Q1,2020-01,OPEX,IT Expenses,Product C,United Kingdom,GBP,18778.7,23473.38,Actuals
2020,Q1,2020-01,OPEX,Marketing Expenses,Product C,United Kingdom,GBP,18027.02,22533.78,Actuals
2020,Q1,2020-01,OPEX,R&D Expenses,Product C,United Kingdom,GBP,47378.15,59222.69,Actuals
2020,Q1,2020-01,OPEX,Sales Expenses,Product C,United Kingdom,GBP,23108.08,28885.1,Actuals
2020,Q1,2020-01,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,United Kingdom,GBP,-1183.13,-1478.91,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Expense,Product C,United Kingdom,GBP,3335.4,4169.25,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Income,Product C,United Kingdom,GBP,1922.13,2402.66,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Direct Labor,Product D,United Kingdom,GBP,16187.05,20233.81,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Direct Materials,Product D,United Kingdom,GBP,52095.84,65119.8,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Manufacturing Overhead,Product D,United Kingdom,GBP,16123.79,20154.74,Actuals
2020,Q1,2020-01,Net Revenue,Gross Revenue,Product D,United Kingdom,GBP,188793.32,235991.65,Actuals
2020,Q1,2020-01,Net Revenue,Returns and Refunds,Product D,United Kingdom,GBP,-5630.14,-7037.68,Actuals
2020,Q1,2020-01,Net Revenue,Revenue Adjustment,Product D,United Kingdom,GBP,2560.6,3200.75,Actuals
2020,Q1,2020-01,OPEX,General & Administrative,Product D,United Kingdom,GBP,16117.21,20146.51,Actuals
2020,Q1,2020-01,OPEX,Headcount Expenses,Product D,United Kingdom,GBP,53180.03,66475.04,Actuals
2020,Q1,2020-01,OPEX,IT Expenses,Product D,United Kingdom,GBP,6897.08,8621.35,Actuals
2020,Q1,2020-01,OPEX,Marketing Expenses,Product D,United Kingdom,GBP,17915.63,22394.54,Actuals
2020,Q1,2020-01,OPEX,R&D Expenses,Product D,United Kingdom,GBP,15652.93,19566.16,Actuals
2020,Q1,2020-01,OPEX,Sales Expenses,Product D,United Kingdom,GBP,13498.34,16872.92,Actuals
2020,Q1,2020-01,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,United Kingdom,GBP,626.59,783.23,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Expense,Product D,United Kingdom,GBP,4110.2,5137.75,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Income,Product D,United Kingdom,GBP,1042.19,1302.73,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Direct Labor,Product A,United States,USD,41605.67,41605.67,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Direct Materials,Product A,United States,USD,118873.05,118873.05,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Manufacturing Overhead,Product A,United States,USD,24411.92,24411.92,Actuals
2020,Q1,2020-01,Net Revenue,Gross Revenue,Product A,United States,USD,434556.86,434556.86,Actuals
2020,Q1,2020-01,Net Revenue,Returns and Refunds,Product A,United States,USD,-10307.14,-10307.14,Actuals
2020,Q1,2020-01,Net Revenue,Revenue Adjustment,Product A,United States,USD,3543.08,3543.08,Actuals
2020,Q1,2020-01,OPEX,General & Administrative,Product A,United States,USD,28841.46,28841.46,Actuals
2020,Q1,2020-01,OPEX,Headcount Expenses,Product A,United States,USD,100249.89,100249.89,Actuals
2020,Q1,2020-01,OPEX,IT Expenses,Product A,United States,USD,24015.28,24015.28,Actuals
2020,Q1,2020-01,OPEX,Marketing Expenses,Product A,United States,USD,19158.57,19158.57,Actuals
2020,Q1,2020-01,OPEX,R&D Expenses,Product A,United States,USD,76526.42,76526.42,Actuals
2020,Q1,2020-01,OPEX,Sales Expenses,Product A,United States,USD,42969.78,42969.78,Actuals
2020,Q1,2020-01,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,United States,USD,5732.92,5732.92,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Expense,Product A,United States,USD,4168.26,4168.26,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Income,Product A,United States,USD,5543.11,5543.11,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Direct Labor,Product B,United States,USD,48801.91,48801.91,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Direct Materials,Product B,United States,USD,114926.16,114926.16,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Manufacturing Overhead,Product B,United States,USD,24538.66,24538.66,Actuals
2020,Q1,2020-01,Net Revenue,Gross Revenue,Product B,United States,USD,480095.08,480095.08,Actuals
2020,Q1,2020-01,Net Revenue,Returns and Refunds,Product B,United States,USD,-15071.27,-15071.27,Actuals
2020,Q1,2020-01,Net Revenue,Revenue Adjustment,Product B,United States,USD,-181.67,-181.67,Actuals
2020,Q1,2020-01,OPEX,General & Administrative,Product B,United States,USD,28658.95,28658.95,Actuals
2020,Q1,2020-01,OPEX,Headcount Expenses,Product B,United States,USD,68511.07,68511.07,Actuals
2020,Q1,2020-01,OPEX,IT Expenses,Product B,United States,USD,19759.62,19759.62,Actuals
2020,Q1,2020-01,OPEX,Marketing Expenses,Product B,United States,USD,22730.23,22730.23,Actuals
2020,Q1,2020-01,OPEX,R&D Expenses,Product B,United States,USD,41692.42,41692.42,Actuals
2020,Q1,2020-01,OPEX,Sales Expenses,Product B,United States,USD,25507.6,25507.6,Actuals
2020,Q1,2020-01,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,United States,USD,-4325.67,-4325.67,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Expense,Product B,United States,USD,4781.81,4781.81,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Income,Product B,United States,USD,3952.07,3952.07,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Direct Labor,Product C,United States,USD,28721.57,28721.57,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Direct Materials,Product C,United States,USD,62559.25,62559.25,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Manufacturing Overhead,Product C,United States,USD,18291.86,18291.86,Actuals
2020,Q1,2020-01,Net Revenue,Gross Revenue,Product C,United States,USD,398730.64,398730.64,Actuals
2020,Q1,2020-01,Net Revenue,Returns and Refunds,Product C,United States,USD,-11399.78,-11399.78,Actuals
2020,Q1,2020-01,Net Revenue,Revenue Adjustment,Product C,United States,USD,3196.8,3196.8,Actuals
2020,Q1,2020-01,OPEX,General & Administrative,Product C,United States,USD,28379.22,28379.22,Actuals
2020,Q1,2020-01,OPEX,Headcount Expenses,Product C,United States,USD,100848.72,100848.72,Actuals
2020,Q1,2020-01,OPEX,IT Expenses,Product C,United States,USD,10655.19,10655.19,Actuals
2020,Q1,2020-01,OPEX,Marketing Expenses,Product C,United States,USD,34662.57,34662.57,Actuals
2020,Q1,2020-01,OPEX,R&D Expenses,Product C,United States,USD,38672.9,38672.9,Actuals
2020,Q1,2020-01,OPEX,Sales Expenses,Product C,United States,USD,27437.82,27437.82,Actuals
2020,Q1,2020-01,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,United States,USD,-3770.77,-3770.77,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Expense,Product C,United States,USD,8009.69,8009.69,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Income,Product C,United States,USD,2196.45,2196.45,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Direct Labor,Product D,United States,USD,32926.5,32926.5,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Direct Materials,Product D,United States,USD,70533.15,70533.15,Actuals
2020,Q1,2020-01,Cost of Goods Sold,Manufacturing Overhead,Product D,United States,USD,10784.58,10784.58,Actuals
2020,Q1,2020-01,Net Revenue,Gross Revenue,Product D,United States,USD,210269.67,210269.67,Actuals
2020,Q1,2020-01,Net Revenue,Returns and Refunds,Product D,United States,USD,-9932.8,-9932.8,Actuals
2020,Q1,2020-01,Net Revenue,Revenue Adjustment,Product D,United States,USD,-1622.61,-1622.61,Actuals
2020,Q1,2020-01,OPEX,General & Administrative,Product D,United States,USD,16271.08,16271.08,Actuals
2020,Q1,2020-01,OPEX,Headcount Expenses,Product D,United States,USD,43591.95,43591.95,Actuals
2020,Q1,2020-01,OPEX,IT Expenses,Product D,United States,USD,11971.83,11971.83,Actuals
2020,Q1,2020-01,OPEX,Marketing Expenses,Product D,United States,USD,23896.34,23896.34,Actuals
2020,Q1,2020-01,OPEX,R&D Expenses,Product D,United States,USD,34853.97,34853.97,Actuals
2020,Q1,2020-01,OPEX,Sales Expenses,Product D,United States,USD,18901.49,18901.49,Actuals
2020,Q1,2020-01,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,United States,USD,780.97,780.97,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Expense,Product D,United States,USD,3326.91,3326.91,Actuals
2020,Q1,2020-01,Other Income/Expenses,Interest Income,Product D,United States,USD,3139.3,3139.3,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Labor,Product A,Australia,AUD,30616.16,21431.32,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Materials,Product A,Australia,AUD,51704.68,36193.27,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Manufacturing Overhead,Product A,Australia,AUD,16275.27,11392.69,Actuals
2020,Q1,2020-02,Net Revenue,Gross Revenue,Product A,Australia,AUD,303499.71,212449.8,Actuals
2020,Q1,2020-02,Net Revenue,Returns and Refunds,Product A,Australia,AUD,-3359.2,-2351.44,Actuals
2020,Q1,2020-02,Net Revenue,Revenue Adjustment,Product A,Australia,AUD,1628.81,1140.17,Actuals
2020,Q1,2020-02,OPEX,General & Administrative,Product A,Australia,AUD,21501.75,15051.22,Actuals
2020,Q1,2020-02,OPEX,Headcount Expenses,Product A,Australia,AUD,54040.67,37828.47,Actuals
2020,Q1,2020-02,OPEX,IT Expenses,Product A,Australia,AUD,13278.75,9295.12,Actuals
2020,Q1,2020-02,OPEX,Marketing Expenses,Product A,Australia,AUD,18251.96,12776.37,Actuals
2020,Q1,2020-02,OPEX,R&D Expenses,Product A,Australia,AUD,28926.55,20248.59,Actuals
2020,Q1,2020-02,OPEX,Sales Expenses,Product A,Australia,AUD,19724.99,13807.49,Actuals
2020,Q1,2020-02,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,Australia,AUD,-286.49,-200.54,Actuals
2020,Q1,2020-02,Other Income/Expenses,Interest Expense,Product A,Australia,AUD,6629.78,4640.84,Actuals
2020,Q1,2020-02,Other Income/Expenses,Interest Income,Product A,Australia,AUD,2564.36,1795.05,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Labor,Product B,Australia,AUD,24342.87,17040.01,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Materials,Product B,Australia,AUD,47774.6,33442.22,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Manufacturing Overhead,Product B,Australia,AUD,10141.69,7099.18,Actuals
2020,Q1,2020-02,Net Revenue,Gross Revenue,Product B,Australia,AUD,192119.53,134483.67,Actuals
2020,Q1,2020-02,Net Revenue,Returns and Refunds,Product B,Australia,AUD,-10679.79,-7475.85,Actuals
2020,Q1,2020-02,Net Revenue,Revenue Adjustment,Product B,Australia,AUD,1490.54,1043.38,Actuals
2020,Q1,2020-02,OPEX,General & Administrative,Product B,Australia,AUD,11579.45,8105.62,Actuals
2020,Q1,2020-02,OPEX,Headcount Expenses,Product B,Australia,AUD,56791.12,39753.78,Actuals
2020,Q1,2020-02,OPEX,IT Expenses,Product B,Australia,AUD,9803.46,6862.42,Actuals
2020,Q1,2020-02,OPEX,Marketing Expenses,Product B,Australia,AUD,21067.36,14747.15,Actuals
2020,Q1,2020-02,OPEX,R&D Expenses,Product B,Australia,AUD,20068.68,14048.08,Actuals
2020,Q1,2020-02,OPEX,Sales Expenses,Product B,Australia,AUD,17165.17,12015.62,Actuals
2020,Q1,2020-02,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,Australia,AUD,-715.88,-501.12,Actuals
2020,Q1,2020-02,Other Income/Expenses,Interest Expense,Product B,Australia,AUD,2816.45,1971.52,Actuals
2020,Q1,2020-02,Other Income/Expenses,Interest Income,Product B,Australia,AUD,922.65,645.86,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Labor,Product C,Australia,AUD,15137.82,10596.47,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Materials,Product C,Australia,AUD,47008.31,32905.82,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Manufacturing Overhead,Product C,Australia,AUD,8223.96,5756.77,Actuals
2020,Q1,2020-02,Net Revenue,Gross Revenue,Product C,Australia,AUD,206658.94,144661.26,Actuals
2020,Q1,2020-02,Net Revenue,Returns and Refunds,Product C,Australia,AUD,-6466.24,-4526.37,Actuals
2020,Q1,2020-02,Net Revenue,Revenue Adjustment,Product C,Australia,AUD,-818.75,-573.12,Actuals
2020,Q1,2020-02,OPEX,General & Administrative,Product C,Australia,AUD,12360.09,8652.06,Actuals
2020,Q1,2020-02,OPEX,Headcount Expenses,Product C,Australia,AUD,46443.34,32510.34,Actuals
2020,Q1,2020-02,OPEX,IT Expenses,Product C,Australia,AUD,4439.85,3107.89,Actuals
2020,Q1,2020-02,OPEX,Marketing Expenses,Product C,Australia,AUD,7157.51,5010.26,Actuals
2020,Q1,2020-02,OPEX,R&D Expenses,Product C,Australia,AUD,14994.9,10496.43,Actuals
2020,Q1,2020-02,OPEX,Sales Expenses,Product C,Australia,AUD,15341.18,10738.82,Actuals
2020,Q1,2020-02,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,Australia,AUD,-2590.91,-1813.64,Actuals
2020,Q1,2020-02,Other Income/Expenses,Interest Expense,Product C,Australia,AUD,3855.8,2699.06,Actuals
2020,Q1,2020-02,Other Income/Expenses,Interest Income,Product C,Australia,AUD,1127.17,789.02,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Labor,Product D,Australia,AUD,12944.27,9060.99,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Materials,Product D,Australia,AUD,27709.9,19396.93,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Manufacturing Overhead,Product D,Australia,AUD,7647.07,5352.95,Actuals
2020,Q1,2020-02,Net Revenue,Gross Revenue,Product D,Australia,AUD,96106.3,67274.41,Actuals
2020,Q1,2020-02,Net Revenue,Returns and Refunds,Product D,Australia,AUD,-3608.81,-2526.17,Actuals
2020,Q1,2020-02,Net Revenue,Revenue Adjustment,Product D,Australia,AUD,-388.61,-272.03,Actuals
2020,Q1,2020-02,OPEX,General & Administrative,Product D,Australia,AUD,10797.72,7558.4,Actuals
2020,Q1,2020-02,OPEX,Headcount Expenses,Product D,Australia,AUD,37434.35,26204.04,Actuals
2020,Q1,2020-02,OPEX,IT Expenses,Product D,Australia,AUD,3648.81,2554.17,Actuals
2020,Q1,2020-02,OPEX,Marketing Expenses,Product D,Australia,AUD,15125.1,10587.57,Actuals
2020,Q1,2020-02,OPEX,R&D Expenses,Product D,Australia,AUD,17052.48,11936.74,Actuals
2020,Q1,2020-02,OPEX,Sales Expenses,Product D,Australia,AUD,9476.15,6633.3,Actuals
2020,Q1,2020-02,Other Income/Expenses,Foreign Exchange Gain/Loss,Product D,Australia,AUD,201.37,140.96,Actuals
2020,Q1,2020-02,Other Income/Expenses,Interest Expense,Product D,Australia,AUD,1437.43,1006.2,Actuals
2020,Q1,2020-02,Other Income/Expenses,Interest Income,Product D,Australia,AUD,1361.21,952.85,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Labor,Product A,Canada,CAD,26099.42,19574.56,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Materials,Product A,Canada,CAD,64735.49,48551.62,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Manufacturing Overhead,Product A,Canada,CAD,13408.23,10056.17,Actuals
2020,Q1,2020-02,Net Revenue,Gross Revenue,Product A,Canada,CAD,302451.23,226838.42,Actuals
2020,Q1,2020-02,Net Revenue,Returns and Refunds,Product A,Canada,CAD,-10130.79,-7598.09,Actuals
2020,Q1,2020-02,Net Revenue,Revenue Adjustment,Product A,Canada,CAD,-23.95,-17.97,Actuals
2020,Q1,2020-02,OPEX,General & Administrative,Product A,Canada,CAD,21530.34,16147.76,Actuals
2020,Q1,2020-02,OPEX,Headcount Expenses,Product A,Canada,CAD,80228.76,60171.57,Actuals
2020,Q1,2020-02,OPEX,IT Expenses,Product A,Canada,CAD,8143.84,6107.88,Actuals
2020,Q1,2020-02,OPEX,Marketing Expenses,Product A,Canada,CAD,32217.43,24163.07,Actuals
2020,Q1,2020-02,OPEX,R&D Expenses,Product A,Canada,CAD,41459.75,31094.81,Actuals
2020,Q1,2020-02,OPEX,Sales Expenses,Product A,Canada,CAD,28688.13,21516.1,Actuals
2020,Q1,2020-02,Other Income/Expenses,Foreign Exchange Gain/Loss,Product A,Canada,CAD,-552.93,-414.69,Actuals
2020,Q1,2020-02,Other Income/Expenses,Interest Expense,Product A,Canada,CAD,6490.78,4868.09,Actuals
2020,Q1,2020-02,Other Income/Expenses,Interest Income,Product A,Canada,CAD,3049.44,2287.08,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Labor,Product B,Canada,CAD,21471.55,16103.66,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Materials,Product B,Canada,CAD,50475.17,37856.38,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Manufacturing Overhead,Product B,Canada,CAD,10584.97,7938.73,Actuals
2020,Q1,2020-02,Net Revenue,Gross Revenue,Product B,Canada,CAD,256183.99,192137.99,Actuals
2020,Q1,2020-02,Net Revenue,Returns and Refunds,Product B,Canada,CAD,-9646.02,-7234.51,Actuals
2020,Q1,2020-02,Net Revenue,Revenue Adjustment,Product B,Canada,CAD,1017.12,762.84,Actuals
2020,Q1,2020-02,OPEX,General & Administrative,Product B,Canada,CAD,20284.67,15213.51,Actuals
2020,Q1,2020-02,OPEX,Headcount Expenses,Product B,Canada,CAD,47775.63,35831.72,Actuals
2020,Q1,2020-02,OPEX,IT Expenses,Product B,Canada,CAD,15055.05,11291.28,Actuals
2020,Q1,2020-02,OPEX,Marketing Expenses,Product B,Canada,CAD,15974.34,11980.76,Actuals
2020,Q1,2020-02,OPEX,R&D Expenses,Product B,Canada,CAD,29804.18,22353.13,Actuals
2020,Q1,2020-02,OPEX,Sales Expenses,Product B,Canada,CAD,18092.55,13569.41,Actuals
2020,Q1,2020-02,Other Income/Expenses,Foreign Exchange Gain/Loss,Product B,Canada,CAD,-1417.35,-1063.01,Actuals
2020,Q1,2020-02,Other Income/Expenses,Interest Expense,Product B,Canada,CAD,5477.92,4108.44,Actuals
2020,Q1,2020-02,Other Income/Expenses,Interest Income,Product B,Canada,CAD,2749.65,2062.24,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Labor,Product C,Canada,CAD,17646.18,13234.64,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Materials,Product C,Canada,CAD,43350.48,32512.86,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Manufacturing Overhead,Product C,Canada,CAD,11593.96,8695.47,Actuals
2020,Q1,2020-02,Net Revenue,Gross Revenue,Product C,Canada,CAD,143474.41,107605.81,Actuals
2020,Q1,2020-02,Net Revenue,Returns and Refunds,Product C,Canada,CAD,-3682.43,-2761.82,Actuals
2020,Q1,2020-02,Net Revenue,Revenue Adjustment,Product C,Canada,CAD,-240.8,-180.6,Actuals
2020,Q1,2020-02,OPEX,General & Administrative,Product C,Canada,CAD,15069.07,11301.8,Actuals
2020,Q1,2020-02,OPEX,Headcount Expenses,Product C,Canada,CAD,44085.42,33064.06,Actuals
2020,Q1,2020-02,OPEX,IT Expenses,Product C,Canada,CAD,11604.95,8703.71,Actuals
2020,Q1,2020-02,OPEX,Marketing Expenses,Product C,Canada,CAD,10137.9,7603.42,Actuals
2020,Q1,2020-02,OPEX,R&D Expenses,Product C,Canada,CAD,14979.93,11234.95,Actuals
2020,Q1,2020-02,OPEX,Sales Expenses,Product C,Canada,CAD,14210.64,10657.98,Actuals
2020,Q1,2020-02,Other Income/Expenses,Foreign Exchange Gain/Loss,Product C,Canada,CAD,-1092.96,-819.72,Actuals
2020,Q1,2020-02,Other Income/Expenses,Interest Expense,Product C,Canada,CAD,5004.26,3753.19,Actuals
2020,Q1,2020-02,Other Income/Expenses,Interest Income,Product C,Canada,CAD,2049.94,1537.45,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Labor,Product D,Canada,CAD,15507.81,11630.86,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Direct Materials,Product D,Canada,CAD,38899.26,29174.44,Actuals
2020,Q1,2020-02,Cost of Goods Sold,Manufacturing Overhead,Product D,Canada,CAD,11434.32,8575.74,Actuals
2020,Q1,2020-02,Net Revenue,Gross Revenue,Product D,Canada,CAD,117789.06,88341.8,Actuals
2020,Q1,2020-02,Net Revenue,Returns and Refunds,Product D,Canada,CAD,-7448.0,-5586.0,Actuals
2020,Q1,2020-02,Net Revenue,Revenue Adjustment,Product D,Canada,CAD,-24.81,-18.61,Actuals
